Wear always protective equipment including helmets , kneepads and others .	['VB', 'RB', 'JJ', 'NN', 'VBG', 'NNS', ',', 'NNS', 'CC', 'NNS', '.']	[('root', 0), ('advmod', 3), ('amod', 4), ('obj', 1), ('case', 6), ('nmod', 4), ('punct', 8), ('conj', 6), ('cc', 10), ('conj', 6), ('punct', 1)]
This saves your broadcast settings .	['DT', 'VBZ', 'PRP$', 'JJ', 'NNS', '.']	[('nsubj', 2), ('root', 0), ('nmod:poss', 5), ('amod', 5), ('obj', 2), ('punct', 2)]

Consider applying heat with a blow dryer to speed up processing time .	['VB', 'VBG', 'NN', 'IN', 'DT', 'NN', 'NN', 'TO', 'VB', 'RP', 'NN', 'NN', '.']	[('root', 0), ('xcomp', 1), ('obj', 2), ('case', 7), ('det', 7), ('compound', 7), ('obl', 2), ('mark', 9), ('advcl', 2), ('compound:prt', 9), ('compound', 12), ('obj', 9), ('punct', 1)]
In a non-metallic mixing bowl , combine equal amounts of lightening powder and developer .	['IN', 'DT', 'JJ', 'NN', 'NN', ',', 'VB', 'JJ', 'NNS', 'IN', 'NN', 'NN', 'CC', 'NN', '.']	[('case', 5), ('det', 5), ('amod', 5), ('compound', 5), ('obl', 7), ('punct', 7), ('root', 0), ('amod', 9), ('obj', 7), ('case', 12), ('compound', 12), ('nmod', 9), ('cc', 14), ('conj', 12), ('punct', 7)]

Say " Hello , Mr. Sanderson .	['VB', '``', 'UH', ',', 'NNP', 'NNP', '.']	[('root', 0), ('punct', 3), ('discourse', 1), ('punct', 3), ('vocative', 3), ('flat', 5), ('punct', 1)]
For example , " Hello , Mr. Sanderson .	['IN', 'NN', ',', '``', 'UH', ',', 'NNP', 'NNP', '.']	[('case', 2), ('obl', 5), ('punct', 5), ('punct', 5), ('root', 0), ('punct', 5), ('vocative', 5), ('flat', 7), ('punct', 5)]

Using the above example , we will use a bond with a par value of $ 1000 that pays a 6 % coupon rate semiannually and follows the 30 / 360 DCC .	['VBG', 'DT', 'JJ', 'NN', ',', 'PRP', 'MD', 'VB', 'DT', 'NN', 'IN', 'DT', 'NN', 'NN', 'IN', '$', 'CD', 'WDT', 'VBZ', 'DT', 'CD', 'NN', 'NN', 'NN', 'RB', 'CC', 'VBZ', 'DT', 'CD', ',', 'CD', 'NN', '.']	[('advcl', 8), ('det', 4), ('amod', 4), ('obj', 1), ('punct', 8), ('nsubj', 8), ('aux', 8), ('root', 0), ('det', 10), ('obj', 8), ('case', 14), ('det', 14), ('compound', 14), ('nmod', 10), ('case', 16), ('nmod', 14), ('nummod', 16), ('nsubj', 19), ('acl:relcl', 14), ('det', 24), ('nummod', 22), ('compound', 24), ('compound', 24), ('obj', 19), ('advmod', 19), ('cc', 27), ('conj', 19), ('det', 32), ('compound', 31), ('punct', 31), ('nummod', 32), ('obj', 27), ('punct', 8)]
In the above example , we will use a bond with a par value of $ 1000 paying a 6 % coupon rate semi-annually with a 30 / 360 DCC .	['IN', 'DT', 'JJ', 'NN', ',', 'PRP', 'MD', 'VB', 'DT', 'NN', 'IN', 'DT', 'NN', 'NN', 'IN', '$', 'CD', 'VBG', 'DT', 'CD', 'NN', 'NN', 'NN', 'NN', ',', 'RB', 'IN', 'DT', 'CD', 'HYPH', 'CD', 'NN', '.']	[('case', 4), ('det', 4), ('amod', 4), ('obl', 8), ('punct', 8), ('nsubj', 8), ('aux', 8), ('root', 0), ('det', 10), ('obj', 8), ('case', 14), ('det', 14), ('compound', 14), ('obl', 8), ('case', 16), ('nmod', 14), ('nummod', 16), ('acl', 14), ('det', 24), ('nummod', 21), ('compound', 24), ('compound', 24), ('compound', 24), ('obj', 18), ('punct', 24), ('advmod', 32), ('case', 32), ('det', 32), ('compound', 31), ('punct', 31), ('nummod', 32), ('nmod', 24), ('punct', 8)]

Watch T.V. Information about cities , cultures , and populations can be found on shows like Jeopardy , The Weather Channel , and CNN or your local news .	['VB', 'NN', 'NN', 'IN', 'NNS', ',', 'NNS', ',', 'CC', 'NNS', 'MD', 'VB', 'VBN', 'IN', 'NNS', 'IN', 'NNP', ',', 'DT', 'NNP', 'NNP', ',', 'CC', 'NNP', 'CC', 'PRP$', 'JJ', 'NN', '.']	[('root', 0), ('compound', 3), ('obj', 1), ('case', 5), ('nmod', 3), ('punct', 7), ('conj', 5), ('punct', 10), ('cc', 10), ('conj', 5), ('aux', 13), ('aux:pass', 13), ('parataxis', 1), ('case', 15), ('obl', 13), ('case', 17), ('nmod', 15), ('punct', 21), ('det', 21), ('compound', 21), ('conj', 17), ('punct', 24), ('cc', 24), ('conj', 17), ('cc', 28), ('nmod:poss', 28), ('amod', 28), ('conj', 17), ('punct', 1)]
Information about cities , cultures , and populations can be found on shows like Jeopardy , The Weather Channel , and CNN or your local news .	['NN', 'IN', 'NNS', ',', 'NNS', ',', 'CC', 'NNS', 'MD', 'VB', 'VBN', 'IN', 'NNS', 'IN', 'NNP', ',', 'DT', 'NNP', 'NNP', ',', 'CC', 'NNP', 'CC', 'PRP$', 'JJ', 'NN', '.']	[('nsubj:pass', 11), ('case', 3), ('nmod', 1), ('punct', 5), ('conj', 3), ('punct', 8), ('cc', 8), ('conj', 3), ('aux', 11), ('aux:pass', 11), ('root', 0), ('case', 13), ('obl', 11), ('case', 15), ('nmod', 13), ('punct', 19), ('det', 19), ('compound', 19), ('conj', 15), ('punct', 22), ('cc', 22), ('conj', 15), ('cc', 26), ('nmod:poss', 26), ('amod', 26), ('conj', 15), ('punct', 11)]

Wave and say hi to everyone you see in the hallway - even if you do n't know them .	['VB', 'CC', 'VB', 'UH', 'IN', 'NN', 'PRP', 'VBP', 'IN', 'DT', 'NN', ',', 'RB', 'IN', 'PRP', 'VBP', 'RB', 'VB', 'PRP', '.']	[('root', 0), ('cc', 3), ('conj', 1), ('ccomp', 3), ('case', 6), ('obl', 3), ('nsubj', 8), ('acl:relcl', 6), ('case', 11), ('det', 11), ('obl', 8), ('punct', 1), ('advmod', 18), ('mark', 18), ('nsubj', 18), ('aux', 18), ('advmod', 18), ('advcl', 3), ('obj', 18), ('punct', 1)]
Wave and say hello to everyone you see in the hallway , even if you do n't know them .	['NN', 'CC', 'VB', 'UH', 'IN', 'NN', 'PRP', 'VBP', 'IN', 'DT', 'NN', ',', 'RB', 'IN', 'PRP', 'VBP', 'RB', 'VB', 'PRP', '.']	[('root', 0), ('cc', 3), ('conj', 1), ('obj', 3), ('case', 6), ('obl', 3), ('nsubj', 8), ('acl:relcl', 6), ('case', 11), ('det', 11), ('obl', 8), ('punct', 3), ('advmod', 18), ('mark', 18), ('nsubj', 18), ('aux', 18), ('advmod', 18), ('advcl', 3), ('obj', 18), ('punct', 1)]

Smell the fish ! A " fresh " fish should not smell " fishy " , but smell of the ocean ( salt water ) .	['VB', 'DT', 'NN', '.']	[('root', 0), ('det', 3), ('obj', 1), ('punct', 1)]
A " fresh " fish should not smell " fishy " , but should have the odor of the ocean - such as a fresh ocean breeze .	['DT', '``', 'JJ', "''", 'NN', 'MD', 'RB', 'VB', '``', 'JJ', "''", ',', 'CC', 'MD', 'VB', 'DT', 'NN', 'IN', 'DT', 'NN', ',', 'JJ', 'IN', 'DT', 'JJ', 'NN', 'NN', '.']	[('det', 5), ('punct', 5), ('amod', 5), ('punct', 5), ('nsubj', 8), ('aux', 8), ('advmod', 8), ('root', 0), ('punct', 10), ('xcomp', 8), ('punct', 10), ('punct', 15), ('cc', 15), ('aux', 15), ('conj', 8), ('det', 17), ('obj', 15), ('case', 20), ('det', 20), ('nmod', 17), ('punct', 20), ('case', 27), ('fixed', 22), ('det', 27), ('amod', 27), ('compound', 27), ('nmod', 20), ('punct', 8)]

Check the eyes ; fresh fish should have clear eyes , no cloudiness should be present .	['VB', 'DT', 'NNS', ',', 'JJ', 'NNS', 'MD', 'VB', 'JJ', 'NNS', ',', 'DT', 'NN', 'MD', 'VB', 'JJ', '.']	[('root', 0), ('det', 3), ('obj', 1), ('punct', 1), ('amod', 6), ('nsubj', 8), ('aux', 8), ('parataxis', 1), ('amod', 10), ('obj', 8), ('punct', 1), ('det', 13), ('nsubj', 16), ('aux', 16), ('cop', 16), ('parataxis', 1), ('punct', 1)]
If the head is on , fresh fish should have clear eyes , no cloudiness should be present .	['IN', 'DT', 'NN', 'VBZ', 'RB', ',', 'JJ', 'NN', 'MD', 'VB', 'JJ', 'NNS', ',', 'DT', 'NN', 'MD', 'VB', 'JJ', '.']	[('mark', 5), ('det', 3), ('nsubj', 5), ('cop', 5), ('advcl', 10), ('punct', 10), ('amod', 8), ('nsubj', 10), ('aux', 10), ('root', 0), ('amod', 12), ('obj', 10), ('punct', 10), ('det', 15), ('nsubj', 18), ('aux', 18), ('cop', 18), ('parataxis', 10), ('punct', 10)]

Make it neat and organized nobody wants to go through a messy site .	['VB', 'PRP', 'JJ', 'CC', 'JJ', 'NN', 'VBZ', 'TO', 'VB', 'IN', 'DT', 'JJ', 'NN', '.']	[('root', 0), ('obj', 1), ('xcomp', 1), ('cc', 5), ('conj', 3), ('nsubj', 7), ('parataxis', 1), ('mark', 9), ('xcomp', 7), ('case', 13), ('det', 13), ('amod', 13), ('obl', 9), ('punct', 1)]
site is cvjzkgvkjw.bgvk.sdbvkzkfbkukjwosfbxvkjUJAQfujWfncnxcvwwfzjzndcnmxcvnfukwsbfvoxcvn MZBbfvwvfhssfjnjjkcvkuggbwkfhnkjdnvwrspesand organized nobody wants to go through a messy site .	['NN', 'VBZ', 'ADD']	[('nsubj', 3), ('cop', 3), ('root', 0)]

Ensure adequate space .	['VB', 'JJ', 'NN', '.']	[('root', 0), ('amod', 3), ('obj', 1), ('punct', 1)]
' Ensure adequate space .	['``', 'VB', 'JJ', 'NN', '.']	[('punct', 2), ('root', 0), ('amod', 4), ('obj', 2), ('punct', 2)]

Take your DIRECTV receivers and remotes with you when you move .	['VB', 'PRP$', 'NN', 'NNS', 'CC', 'NNS', 'IN', 'PRP', 'WRB', 'PRP', 'VBP', '.']	[('root', 0), ('nmod:poss', 4), ('compound', 4), ('obj', 1), ('cc', 6), ('conj', 4), ('case', 8), ('obl', 1), ('mark', 11), ('nsubj', 11), ('advcl', 1), ('punct', 1)]
When you move , take your DIRECTV receivers and remotes with you .	['WRB', 'PRP', 'VBP', ',', 'VB', 'PRP$', 'NN', 'NNS', 'CC', 'NNS', 'IN', 'PRP', '.']	[('mark', 3), ('nsubj', 3), ('advcl', 5), ('punct', 5), ('root', 0), ('nmod:poss', 8), ('compound', 8), ('obj', 5), ('cc', 10), ('conj', 8), ('case', 12), ('obl', 5), ('punct', 5)]

Introduce yourself on the server .	['VB', 'PRP', 'IN', 'DT', 'NN', '.']	[('root', 0), ('obj', 1), ('case', 5), ('det', 5), ('obl', 1), ('punct', 1)]
Dont Introduce yourself on the server .	['MD', 'VB', 'PRP', 'IN', 'DT', 'NN', '.']	[('aux', 2), ('root', 0), ('obj', 2), ('case', 6), ('det', 6), ('obl', 2), ('punct', 2)]

Be careful when asking as many servers have a rule about asking for ranks .	['VB', 'JJ', 'WRB', 'VBG', 'IN', 'JJ', 'NNS', 'VBP', 'DT', 'NN', 'IN', 'VBG', 'IN', 'NNS', '.']	[('cop', 2), ('root', 0), ('mark', 4), ('advcl', 2), ('mark', 8), ('amod', 7), ('nsubj', 8), ('advcl', 4), ('det', 10), ('obj', 8), ('mark', 12), ('acl', 10), ('case', 14), ('obl', 12), ('punct', 2)]
This may be on their forums , through Google Forms , and through other means .	['DT', 'MD', 'VB', 'IN', 'PRP$', 'NNS', ',', 'IN', 'NNP', 'NNPS', ',', 'CC', 'IN', 'JJ', 'NNS', '.']	[('nsubj', 6), ('aux', 6), ('cop', 6), ('case', 6), ('nmod:poss', 6), ('root', 0), ('punct', 6), ('case', 10), ('compound', 10), ('obl', 6), ('punct', 15), ('cc', 15), ('case', 15), ('amod', 15), ('conj', 10), ('punct', 6)]

Spend more time with children to learn more about the secrets of their happiness and enjoyment .	['VB', 'JJR', 'NN', 'IN', 'NNS', 'TO', 'VB', 'JJR', 'IN', 'DT', 'NNS', 'IN', 'PRP$', 'NN', 'CC', 'NN', '.']	[('root', 0), ('amod', 3), ('obj', 1), ('case', 5), ('obl', 1), ('mark', 7), ('advcl', 1), ('obj', 7), ('case', 11), ('det', 11), ('obl', 8), ('case', 14), ('nmod:poss', 14), ('nmod', 11), ('cc', 16), ('conj', 14), ('punct', 1)]
This will help you learn more about the secrets of their happiness and enjoyment .	['DT', 'MD', 'VB', 'PRP', 'VB', 'JJR', 'IN', 'DT', 'NNS', 'IN', 'PRP$', 'NN', 'CC', 'NN', '.']	[('nsubj', 3), ('aux', 3), ('root', 0), ('obj', 3), ('xcomp', 3), ('obj', 5), ('case', 9), ('det', 9), ('obl', 6), ('case', 12), ('nmod:poss', 12), ('nmod', 9), ('cc', 14), ('conj', 12), ('punct', 3)]

Know where all the creaky parts ( If you 're in a house ) are on the floor .	['VBP', 'WRB', 'PDT', 'DT', 'JJ', 'NNS', '-LRB-', 'IN', 'PRP', 'VBP', 'IN', 'DT', 'NN', '-RRB-', 'VBP', 'IN', 'DT', 'NN', '.']	[('root', 0), ('mark', 18), ('det:predet', 6), ('det', 6), ('amod', 6), ('nsubj', 18), ('punct', 13), ('mark', 13), ('nsubj', 13), ('cop', 13), ('case', 13), ('det', 13), ('nmod', 6), ('punct', 13), ('cop', 18), ('case', 18), ('det', 18), ('advcl', 1), ('punct', 1)]
If you 're in a house , know where all the creaky parts are on the floor .	['IN', 'PRP', 'VBP', 'IN', 'DT', 'NN', ',', 'VB', 'WRB', 'PDT', 'DT', 'JJ', 'NNS', 'VBP', 'IN', 'DT', 'NN', '.']	[('mark', 6), ('nsubj', 6), ('cop', 6), ('case', 6), ('det', 6), ('advcl', 8), ('punct', 8), ('root', 0), ('mark', 17), ('det:predet', 13), ('det', 13), ('amod', 13), ('nsubj', 17), ('cop', 17), ('case', 17), ('det', 17), ('advcl', 8), ('punct', 8)]

Know what to do if you get caught .	['VBP', 'WP', 'TO', 'VB', 'IN', 'PRP', 'VBP', 'VBN', '.']	[('root', 0), ('nsubj', 4), ('mark', 4), ('ccomp', 1), ('mark', 8), ('nsubj:pass', 8), ('aux:pass', 8), ('advcl', 4), ('punct', 1)]
ALWAYS have a story if you get caught .	['RB', 'VB', 'DT', 'NN', 'IN', 'PRP', 'VBP', 'VBN', '.']	[('advmod', 2), ('root', 0), ('det', 4), ('obj', 2), ('mark', 8), ('nsubj:pass', 8), ('aux:pass', 8), ('advcl', 2), ('punct', 2)]

Turn your steering wheel 2 ½ times towards the direction of the space .	['VB', 'PRP$', 'NN', 'NN', 'CD', 'NN', 'NNS', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', '.']	[('root', 0), ('nmod:poss', 4), ('compound', 4), ('obj', 1), ('nummod', 7), ('compound', 7), ('obl:tmod', 1), ('case', 10), ('det', 10), ('obl', 1), ('case', 13), ('det', 13), ('nmod', 10), ('punct', 1)]
Quickly turn your steering wheel 2 ½ times towards the direction of the space .	['RB', 'VB', 'PRP$', 'NN', 'NN', 'CD', 'NN', 'NNS', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', '.']	[('advmod', 2), ('root', 0), ('nmod:poss', 5), ('compound', 5), ('obj', 2), ('nummod', 8), ('compound', 8), ('obl:tmod', 2), ('case', 11), ('det', 11), ('obl', 2), ('case', 14), ('det', 14), ('nmod', 11), ('punct', 2)]

Put yourself in a position where you have to walk home so getting off a few bus stops earlier to home or work , or walk anywhere you can such as to the dairy / grocery store , school , the post office , town , a friends .	['VB', 'PRP', 'IN', 'DT', 'NN', 'WRB', 'PRP', 'VBP', 'TO', 'VB', 'RB', 'RB', 'VBG', 'RP', 'DT', 'JJ', 'NN', 'NNS', 'RBR', 'IN', 'NN', 'CC', 'VB', ',', 'CC', 'VB', 'RB', 'PRP', 'MD', 'JJ', 'IN', 'IN', 'DT', 'NN', ',', 'NN', 'NN', ',', 'NN', ',', 'DT', 'NN', 'NN', ',', 'NN', ',', 'DT', 'NNS', '.']	[('root', 0), ('obj', 1), ('case', 5), ('det', 5), ('obl', 1), ('advmod', 8), ('nsubj', 8), ('acl:relcl', 5), ('mark', 10), ('xcomp', 8), ('advmod', 10), ('advmod', 13), ('advcl', 10), ('compound:prt', 13), ('det', 18), ('amod', 18), ('compound', 18), ('obj', 13), ('advmod', 13), ('case', 21), ('obl', 19), ('cc', 23), ('conj', 13), ('punct', 26), ('cc', 26), ('conj', 13), ('advmod', 26), ('nsubj', 29), ('parataxis', 26), ('case', 37), ('fixed', 30), ('fixed', 30), ('det', 37), ('compound', 37), ('cc', 36), ('conj', 34), ('obl', 29), ('punct', 37), ('conj', 37), ('punct', 37), ('det', 43), ('compound', 43), ('conj', 37), ('punct', 43), ('list', 37), ('punct', 48), ('det', 48), ('conj', 37), ('punct', 1)]
This could be done by getting off the bus a few stops earlier to home or work , or by walking anywhere you can in a reasonable distance such as to the dairy or grocery store , school , the post office , town , or a friends .	['DT', 'MD', 'VB', 'VBN', 'IN', 'VBG', 'RP', 'DT', 'NN', 'DT', 'JJ', 'NNS', 'RBR', 'IN', 'NN', 'CC', 'VB', ',', 'CC', 'IN', 'VBG', 'RB', 'PRP', 'MD', 'IN', 'DT', 'JJ', 'NN', 'JJ', 'IN', 'IN', 'DT', 'NN', 'CC', 'NN', 'NN', ',', 'NN', ',', 'DT', 'NN', 'NN', ',', 'NN', ',', 'CC', 'DT', 'NNS', '.']	[('nsubj:pass', 4), ('aux', 4), ('aux:pass', 4), ('root', 0), ('mark', 6), ('advcl', 4), ('compound:prt', 6), ('det', 9), ('obj', 6), ('det', 12), ('amod', 12), ('obj', 6), ('advmod', 6), ('case', 15), ('obl', 13), ('cc', 17), ('conj', 6), ('punct', 28), ('cc', 28), ('mark', 21), ('advcl', 28), ('advmod', 21), ('nsubj', 28), ('aux', 28), ('case', 28), ('det', 28), ('amod', 28), ('conj', 4), ('case', 36), ('fixed', 29), ('fixed', 29), ('det', 36), ('compound', 36), ('cc', 35), ('conj', 33), ('nmod', 28), ('punct', 38), ('conj', 36), ('punct', 42), ('det', 42), ('compound', 42), ('conj', 36), ('punct', 44), ('conj', 36), ('punct', 48), ('cc', 48), ('det', 48), ('conj', 36), ('punct', 4)]

Depending on what you put in with the ham shank can drastically change the flavor .	['VBG', 'IN', 'WP', 'PRP', 'VBP', 'RB', 'IN', 'DT', 'NN', 'NN', 'MD', 'RB', 'VB', 'DT', 'NN', '.']	[('case', 3), ('case', 3), ('obl', 13), ('nsubj', 5), ('acl:relcl', 3), ('advmod', 5), ('case', 10), ('det', 10), ('compound', 10), ('obl', 5), ('aux', 13), ('advmod', 13), ('root', 0), ('det', 15), ('obj', 13), ('punct', 13)]
The ingredients you add with the ham shank can drastically change the flavor .	['DT', 'NNS', 'PRP', 'VBP', 'IN', 'DT', 'NN', 'NN', 'MD', 'RB', 'VB', 'DT', 'NN', '.']	[('det', 2), ('nsubj', 11), ('nsubj', 4), ('acl:relcl', 2), ('case', 8), ('det', 8), ('compound', 8), ('obl', 4), ('aux', 11), ('advmod', 11), ('root', 0), ('det', 13), ('obj', 11), ('punct', 11)]

Attach one end of the rope to the thing you want to move with the pulley .	['VB', 'CD', 'NN', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', 'PRP', 'VBP', 'TO', 'VB', 'IN', 'DT', 'NN', '.']	[('root', 0), ('nummod', 3), ('obj', 1), ('case', 6), ('det', 6), ('nmod', 3), ('case', 9), ('det', 9), ('obl', 1), ('nsubj', 11), ('acl:relcl', 9), ('mark', 13), ('xcomp', 11), ('case', 16), ('det', 16), ('obl', 13), ('punct', 1)]
Securely attach one end of the rope to the object you wish to move with your pulley .	['RB', 'VB', 'CD', 'NN', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', 'PRP', 'VBP', 'TO', 'VB', 'IN', 'PRP$', 'NN', '.']	[('advmod', 2), ('root', 0), ('nummod', 4), ('obj', 2), ('case', 7), ('det', 7), ('nmod', 4), ('case', 10), ('det', 10), ('obl', 2), ('nsubj', 12), ('acl:relcl', 10), ('mark', 14), ('xcomp', 12), ('case', 17), ('nmod:poss', 17), ('obl', 14), ('punct', 2)]

Obtain the necessary materials , and decide where you want your pulley installed .	['VB', 'DT', 'JJ', 'NNS', ',', 'CC', 'VB', 'WRB', 'PRP', 'VBP', 'PRP$', 'NN', 'VBN', '.']	[('root', 0), ('det', 4), ('amod', 4), ('obj', 1), ('punct', 7), ('cc', 7), ('conj', 1), ('mark', 10), ('nsubj', 10), ('advcl', 7), ('nmod:poss', 12), ('obj', 10), ('xcomp', 10), ('punct', 1)]
Once you 've obtained the necessary materials , decide where you want your pulley installed .	['IN', 'PRP', 'VBP', 'VBN', 'DT', 'JJ', 'NNS', ',', 'VB', 'WRB', 'PRP', 'VBP', 'PRP$', 'NN', 'VBN', '.']	[('mark', 4), ('nsubj', 4), ('aux', 4), ('advcl', 9), ('det', 7), ('amod', 7), ('obj', 4), ('punct', 9), ('root', 0), ('mark', 12), ('nsubj', 12), ('advcl', 9), ('nmod:poss', 14), ('obj', 12), ('xcomp', 12), ('punct', 9)]

Learn how to skateboard before you try this or else someone will accuse you of being a poser .	['VB', 'WRB', 'TO', 'VB', 'IN', 'PRP', 'VBP', 'DT', 'CC', 'JJ', 'NN', 'MD', 'VB', 'PRP', 'IN', 'VBG', 'DT', 'NN', '.']	[('root', 0), ('advmod', 4), ('mark', 4), ('ccomp', 1), ('mark', 7), ('nsubj', 7), ('advcl', 4), ('obj', 7), ('cc', 10), ('amod', 11), ('nsubj', 13), ('aux', 13), ('ccomp', 1), ('obj', 13), ('mark', 18), ('cop', 18), ('det', 18), ('advcl', 13), ('punct', 1)]
You can wear a cool tee shirt either from the guys or girls section ( of a store ) .	['PRP', 'MD', 'VB', 'DT', 'JJ', 'NN', 'NN', 'CC', 'IN', 'DT', 'NNS', 'CC', 'NNS', 'NN', '-LRB-', 'IN', 'DT', 'NN', '-RRB-', '.']	[('nsubj', 3), ('aux', 3), ('root', 0), ('det', 7), ('amod', 7), ('compound', 7), ('obj', 3), ('cc:preconj', 11), ('case', 11), ('det', 11), ('obl', 3), ('cc', 13), ('conj', 11), ('conj', 11), ('punct', 18), ('case', 18), ('det', 18), ('nmod', 14), ('punct', 18), ('punct', 3)]

Make more You do n't want your subscribers to leave , so make even more funny ones and be friends with other comedians .	['VB', 'JJR']	[('root', 0), ('obj', 1)]
You do n't want your subscribers to leave , so make even more funny ones and be friends with other comedians .	['PRP', 'VBP', 'RB', 'VB', 'PRP$', 'NNS', 'TO', 'VB', ',', 'RB', 'VB', 'RB', 'RBR', 'JJ', 'NNS', 'CC', 'VB', 'NNS', 'IN', 'JJ', 'NNS', '.']	[('nsubj', 4), ('aux', 4), ('advmod', 4), ('root', 0), ('nmod:poss', 6), ('obj', 4), ('mark', 8), ('xcomp', 4), ('punct', 4), ('advmod', 11), ('parataxis', 4), ('advmod', 13), ('advmod', 14), ('amod', 15), ('obj', 11), ('cc', 18), ('cop', 18), ('conj', 11), ('case', 21), ('amod', 21), ('nmod', 18), ('punct', 4)]

Schedule things with your free-time , so you wo n't have time to play WoW .	['VB', 'NNS', 'IN', 'PRP$', 'JJ', 'HYPH', 'NN', ',', 'RB', 'PRP', 'MD', 'RB', 'VB', 'NN', 'TO', 'VB', 'UH', '.']	[('root', 0), ('obj', 1), ('case', 7), ('nmod:poss', 7), ('amod', 7), ('punct', 7), ('obl', 1), ('punct', 1), ('advmod', 13), ('nsubj', 13), ('aux', 13), ('advmod', 13), ('parataxis', 1), ('obj', 13), ('mark', 16), ('acl', 14), ('discourse', 1), ('punct', 1)]
Schedule other activities with your free-time , so you wo n't have time to play WoW .	['NN', 'JJ', 'NNS', 'IN', 'PRP$', 'JJ', 'HYPH', 'NN', ',', 'RB', 'PRP', 'MD', 'RB', 'VB', 'NN', 'TO', 'VB', 'UH', '.']	[('root', 0), ('amod', 3), ('appos', 1), ('case', 8), ('nmod:poss', 8), ('amod', 8), ('punct', 8), ('nmod', 3), ('punct', 1), ('advmod', 14), ('nsubj', 14), ('aux', 14), ('advmod', 14), ('parataxis', 1), ('obj', 14), ('mark', 17), ('acl', 15), ('discourse', 14), ('punct', 1)]

Get a Master 's of Science degree in maritime engineering , maritime science , or a related field .	['VB', 'DT', 'NN', 'POS', 'IN', 'NN', 'NN', 'IN', 'JJ', 'NN', ',', 'JJ', 'NN', ',', 'CC', 'DT', 'JJ', 'NN', '.']	[('root', 0), ('det', 3), ('nmod:poss', 7), ('case', 3), ('case', 7), ('compound', 7), ('obl', 1), ('case', 10), ('amod', 10), ('nmod', 7), ('punct', 13), ('amod', 13), ('conj', 10), ('punct', 18), ('cc', 18), ('det', 18), ('amod', 18), ('conj', 10), ('punct', 1)]
Captains usually have a college degree along with years of experience in shipping or naval navigation .	['NNS', 'RB', 'VBP', 'DT', 'NN', 'NN', 'IN', 'IN', 'NNS', 'IN', 'NN', 'IN', 'NN', 'CC', 'JJ', 'NN', '.']	[('nsubj', 3), ('advmod', 3), ('root', 0), ('det', 6), ('compound', 6), ('obj', 3), ('case', 9), ('case', 9), ('obl', 3), ('case', 11), ('nmod', 9), ('case', 13), ('compound', 16), ('cc', 15), ('conj', 13), ('nmod', 11), ('punct', 3)]

Contact Jehovah 's Witnesses .	['VB', 'NNP', 'POS', 'NNS', '.']	[('root', 0), ('nmod:poss', 4), ('case', 2), ('obj', 1), ('punct', 1)]
How to Leave Jehovah 's Witnesses	['WRB', 'TO', 'VB', 'NNP', 'POS', 'NNPS']	[('advmod', 3), ('mark', 3), ('root', 0), ('nmod:poss', 6), ('case', 4), ('obj', 3)]

Pick a brand that has been around for a while , most of the time these are the best ones .	['VB', 'DT', 'NN', 'WDT', 'VBZ', 'VBN', 'RB', 'IN', 'DT', 'NN', ',', 'JJS', 'IN', 'DT', 'NN', 'DT', 'VBP', 'DT', 'JJS', 'NNS', '.']	[('root', 0), ('det', 3), ('obj', 1), ('nsubj', 7), ('aux', 7), ('cop', 7), ('acl:relcl', 3), ('case', 10), ('det', 10), ('obl', 7), ('punct', 1), ('nsubj', 20), ('case', 15), ('det', 15), ('nmod', 12), ('nsubj', 20), ('cop', 20), ('det', 20), ('amod', 20), ('parataxis', 1), ('punct', 1)]
One that has been around for a while , most of the time these are the best ones .	['CD', 'WDT', 'VBZ', 'VBN', 'RB', 'IN', 'DT', 'NN', ',', 'JJS', 'IN', 'DT', 'NN', 'DT', 'VBP', 'DT', 'JJS', 'NNS', '.']	[('nsubj', 18), ('nsubj', 5), ('aux', 5), ('cop', 5), ('acl:relcl', 1), ('case', 8), ('det', 8), ('obl', 5), ('punct', 18), ('nsubj', 18), ('case', 13), ('det', 13), ('nmod', 10), ('nsubj', 18), ('cop', 18), ('det', 18), ('amod', 18), ('root', 0), ('punct', 18)]

Listen to Pink Floyd 's early singles .	['VB', 'IN', 'NNP', 'NNP', 'POS', 'JJ', 'NNS', '.']	[('root', 0), ('case', 7), ('compound', 4), ('nmod:poss', 7), ('case', 4), ('amod', 7), ('obl', 1), ('punct', 1)]
How to Listen to Pink Floyd	['WRB', 'TO', 'VB', 'IN', 'NNP', 'NNP']	[('advmod', 3), ('mark', 3), ('root', 0), ('case', 6), ('compound', 6), ('obl', 3)]

Buy the Wall , the Final Cut , and a Momentary Lapse of Reason .	['VB', 'DT', 'NNP', ',', 'DT', 'JJ', 'NN', ',', 'CC', 'DT', 'JJ', 'NN', 'IN', 'NN', '.']	[('root', 0), ('det', 3), ('obj', 1), ('punct', 7), ('det', 7), ('amod', 7), ('conj', 3), ('punct', 12), ('cc', 12), ('det', 12), ('amod', 12), ('conj', 3), ('case', 14), ('nmod', 12), ('punct', 1)]
